source,target
60130148233,2680053169
60130148233,39129420834
60130148233,59423624427
60130148233,2010676928
60130148233,3559578899
60130148233,483563973
60130148233,44345033178
60130148233,10386628229
60130148233,10386628229
60130148233,926461732
60130148233,32022873606
60130148233,8763460588
60130148233,45311709806
60130148233,441613054
60130148233,31631435382
60130148233,44593046103
60130148233,58691683387
60130148233,58139526546
60130148233,54256495863
60130148233,39690023186
60130148233,48799286111
60130148233,2963529341
60130148233,6980380842
60130148233,3770202111
60130148233,14309049047
60130148233,60131597294
60130148233,798526051
60130148233,441613054
60130148233,1401444197
60130148233,62935452437
60130148233,1127989442
60130148233,1400433872
60130148233,8497733815
60130148233,54770878333
60130148233,240087316
60130148233,3266116735
60130148233,18976664032
60130148233,8729571393
60130148233,2530400767
60130148233,57183645369
60130148233,303972578
60130148233,104910491
60130148233,2317986283
60130148233,50138049751
60130148233,1400433872
60130148233,839410249
60130148233,8915189398
60130148233,401573116
60130148233,1127989442
60130148233,3246114379
60130148233,10221364
60130148233,60131597294
60130148233,951403033
60130148233,31940387389
60130148233,1066394817
60130148233,5539207564
60130148233,1066394817
60130148233,5539207564
60130148233,22044533
60130148233,1639460418
60130148233,56681318378
60130148233,1603527998
60130148233,194160994
60130148233,27893365905
60130148233,1543999420
60130148233,296810853
60130148233,4070916473
60130148233,47138523003
60130148233,60131597294
60130148233,31940387389
60130148233,7783432
60130148233,368483240
60130148233,1543999420
60130148233,32515166716
60130148233,296810853
60130148233,2311995964
60130148233,463442227
60130148233,47138523003
60130148233,3693036575
60130148233,53257662900
60130148233,42532225780
60130148233,3693036575
60130148233,4178167374
60130148233,44964986467
60130148233,7084466114
60130148233,2213639752
60130148233,6786265506
60130148233,50931588
60130148233,32195433013
60130148233,4201444686
60130148233,63857412279
60130148233,1473381030
60130148233,50557904497
60130148233,7783432
60130148233,4700784499
60130148233,58431670353
60130148233,352299937
60130148233,242739105
60130148233,4201444686
60130148233,20939089
60130148233,14353387
60130148233,459804186
60130148233,1604909778
60130148233,489925150
60130148233,489925150
60130148233,381221491
60130148233,29653158695
60130148233,1302718237
60130148233,2274763833
60130148233,3306672015
60130148233,50344278754
60130148233,56500493577
60130148233,7295785821
60130148233,2165899806
60130148233,1283052288
60130148233,28633153228
60130148233,2313437032
60130148233,32515166716
60130148233,176689943
60130148233,492368350
60130148233,463442227
60130148233,445476557
60130148233,463473482
60130148233,1325598065
60130148233,50739418093
60130148233,736246920
60130148233,277907038
60130148233,1299304578
60130148233,445476557
60130148233,463473482
60130148233,50739418093
60130148233,277907038
60130148233,1299304578
60130148233,50931588
60130148233,480008669
60130148233,1928151358
60130148233,8480591217
60130148233,297209060
60130148233,4295479521
60130148233,45854569667
60130148233,56307567413
60130148233,5453625996
60130148233,192151340
60130148233,1995322959
60130148233,290020789
60130148233,44100304460
60130148233,1508508644
60130148233,11225072310
60130148233,1813525577
60130148233,54662066932
60130148233,5805505002
60130148233,1671192058
60130148233,11225072310
60130148233,1813525577
60130148233,54662066932
60130148233,5805505002
60130148233,178161204
60130148233,1222013772
60130148233,4295479521
60130148233,3054105643
60130148233,1489315533
60130148233,1927803123
60130148233,192588186
60130148233,26442747
60130148233,192588186
60130148233,26442747
60130148233,980718304
60130148233,45382625816
60130148233,355366167
60130148233,4252503182
60130148233,47689270
60130148233,4148703969
60130148233,1444332882
60130148233,1480204511
60130148233,30403649
60130148233,4184328194
60130148233,1275292101
60130148233,8201113511
60130148233,2189875467
60130148233,5713524487
60130148233,1347351464
60130148233,465806594
60130148233,5679946421
60130148233,1288044896
60130148233,24937494
60130148233,1792063074
60130148233,3477411421
60130148233,654823130
60130148233,1261582409
60130148233,4541437218
60130148233,26970066
60130148233,1540393585
60130148233,1270758893
60130148233,1130540061
60130148233,1441169954
60130148233,8480591217
60130148233,1915176275
60130148233,1354252681
60130148233,3002491341
60130148233,48419315658
60130148233,1937318325
60130148233,1441169954
60130148233,8480591217
60130148233,1428477158
60130148233,1130540061
60130148233,1354252681
60130148233,3002491341
60130148233,261651717
60130148233,56764934924
60130148233,4989224949
60130148233,5585794211
60130148233,8540281260
60130148233,290020789
60130148233,2015920440
60130148233,1044496436
60130148233,56764934924
60130148233,4791989380
60130148233,1048940590
60130148233,174762471
60130148233,1671192058
60130148233,444855618
60130148233,472910132
60130148233,1995322959
60130148233,3662170893
60130148233,3048202517
60130148233,55163480044
60130148233,1932613403
60130148233,1222782919
3254135430,4296801949
3254135430,4216336108
3254135430,5492629643
3254135430,2036553871
3254135430,2949966271
3254135430,3519938091
3254135430,33501330799
3254135430,17572954808
3254135430,2120931215
3254135430,21131679723
3254135430,3651217247
3254135430,5756226419
3254135430,37129779530
3254135430,2299917507
3254135430,1937248783
3254135430,4473638732
3254135430,769793009
3254135430,1524763536
3254135430,30807908458
3254135430,2153143024
3254135430,2865742724
3254135430,7097707344
3254135430,60318106298
3254135430,58742513815
3254135430,57051448920
3254135430,42738213024
3254135430,9857722712
3254135430,40631556155
3254135430,2332195271
3254135430,3237544899
3254135430,60936598657
3254135430,2383142176
3254135430,62069472955
3254135430,4726622755
3254135430,6949134221
3254135430,5487851092
3254135430,304014595
3254135430,1589624783
3254135430,4841943378
3254135430,4950913663
3254135430,1521533633
3254135430,5487851092
3254135430,2383142176
3254135430,5551813745
3254135430,2320257146
3254135430,4855561658
3254135430,60933493409
3254135430,1638263933
3254135430,6949134221
3254135430,8036966607
3254135430,5838831832
3254135430,15064551243
3254135430,1433823851
3254135430,5442874747
3254135430,58408964595
3254135430,52004265936
3254135430,454752562
3254135430,44470043998
3254135430,53157653659
3254135430,51325605222
3254135430,44470043998
3254135430,454752562
3254135430,8036966607
3254135430,51325605222
3254135430,53157653659
3254135430,828552830
3254135430,40529169159
3254135430,1816169286
3254135430,8226785171
3254135430,62982989629
3254135430,1538246703
3254135430,5744869119
3254135430,3054104446
3254135430,2134845685
3254135430,42690665608
3254135430,4257915231
3254135430,4640435260
3254135430,55373646396
3254135430,4266153085
3254135430,6290544425
3254135430,12284985181
3254135430,17068491167
3254135430,1636420928
3254135430,1798907974
3254135430,60523300139
3254135430,12591167099
3254135430,1798907974
3254135430,4257915231
3254135430,41372127815
3254135430,2244562671
3254135430,2320257146
3254135430,34589603547
3254135430,17068491167
3254135430,3262261017
3254135430,1727885972
3254135430,4872251521
3254135430,2244562671
3254135430,12284985181
3254135430,4872251521
3254135430,1561796310
3254135430,5635615283
3254135430,12591167099
3254135430,2250866541
3254135430,5378788006
3254135430,3262261017
3254135430,1727885972
3254135430,56880912675
3254135430,12387605119
3254135430,19568676627
3254135430,2250866541
3254135430,1436510945
3254135430,4444843707
3254135430,10925432861
3254135430,51044510948
3254135430,4563998971
3254135430,4468411952
3254135430,2225323353
3254135430,1763054249
3254135430,19005984554
3254135430,3692944130
3254135430,4197891994
3254135430,6130674777
3254135430,2104084001
3254135430,2081880857
3254135430,14315290295
3254135430,4468411952
3254135430,8429782037
3254135430,11225765104
3254135430,15995370746
3254135430,1445963147
3254135430,2225532230
3254135430,2873994538
3254135430,3976262658
3254135430,2213167600
3254135430,2701732646
3254135430,40805105607
3254135430,2126259421
3254135430,7244059470
3254135430,4841943378
3254135430,5930822021
3254135430,11848931117
3254135430,2205698107
3254135430,5650782704
3254135430,4373736627
3254135430,3092826019
3254135430,35567040261
3254135430,4875816155
3254135430,4886143098
3254135430,1523848393
3254135430,2212421597
3254135430,15995370746
3254135430,6004801135
3254135430,53627216091
3254135430,2319594120
3254135430,1763054249
3254135430,4373736627
3254135430,2113752862
3254135430,10443617220
3254135430,2205698107
3254135430,4885341044
3254135430,1423686475
3254135430,7997019706
3254135430,8053812229
3254135430,21885257961
3254135430,14585674520
3254135430,3215721536
3254135430,30153846
3254135430,4464331405
3254135430,8890005753
3254135430,1423686475
3254135430,7997019706
3254135430,21885257961
3254135430,14585674520
3254135430,9925119514
3254135430,1706113168
3254135430,4464331405
3254135430,1958667358
3254135430,6857622088
3254135430,1718254910
3254135430,5378788006
3254135430,2015661696
3254135430,2088502727
3254135430,3749265410
3254135430,40805105607
3254135430,2163875690
3254135430,5902794838
3254135430,18574349459
3254135430,1699033569
3254135430,3735932784
3254135430,1461434981
3254135430,18534314537
3254135430,34382505309
3254135430,4981710018
3254135430,1097000430
3254135430,9443435582
3254135430,56498231939
3254135430,2015661696
3254135430,642734678
3254135430,26650284780
3254135430,1604835445
3254135430,8336564293
3254135430,12795304903
3254135430,4015842180
3254135430,2163875690
3254135430,26650284780
3254135430,1604835445
3254135430,8336564293
3254135430,6140137166
3254135430,3564395600
3254135430,3567255114
3254135430,28387447653
3254135430,8476491438
3254135430,8423139676
3254135430,2133896992
3254135430,59250416970
3254135430,7319838112
3254135430,7319838112
3254135430,5539045231
3254135430,262793437
3254135430,4291639953
3254135430,8642780197
3254135430,6874054473
3254135430,42605532309
3254135430,3434753941
3254135430,3232491870
3254135430,9925119514
3254135430,3007271316
3254135430,1692918476
3254135430,1692918476
3254135430,7327188775
3254135430,5883529339
3254135430,2338608314
3254135430,8336564293
3254135430,8048893723
3254135430,2091884276
3254135430,2540987689
3254135430,2333581665
3254135430,660339530
3254135430,7852111192
3254135430,8271540145
3254135430,3503470378
3254135430,7327188775
3254135430,8336564293
3254135430,2091884276
3254135430,2540987689
3254135430,2333581665
3254135430,5883529339
3254135430,660339530
3254135430,7852111192
3254135430,45018252152
3254135430,3528135752
3254135430,25585808555
3254135430,1551834666
3254135430,25585808555
3254135430,2240779001
3254135430,28387447653
3254135430,10226392941
3254135430,52897704695
3254135430,8429782037
3254135430,3956583141
3254135430,1495557277
3254135430,13925962166
3254135430,52238532987
3254135430,4128764947
3254135430,3956583141
3254135430,3535235612
3254135430,1495557277
3254135430,13925962166
3254135430,5741463441
3254135430,4128764947
3254135430,59682995033
3254135430,3299821945
3254135430,44659018854
3254135430,3288912206
3254135430,9245364050
3254135430,3577226415
3254135430,1555174474
3254135430,4297499084
3254135430,38494127827
3254135430,1932552745
3254135430,1900051455
3254135430,7294804130
3254135430,3542231623
3254135430,3540698305
3254135430,4047214681
3254135430,3945838675
3254135430,1652166955
3254135430,1544472821
3254135430,1544472821
3254135430,8218792973
3254135430,2205405557
3254135430,259220806
3254135430,5776492972
3254135430,1522852400
3254135430,8582737235
3254135430,14277969384
3254135430,7774522012
3254135430,30800461797
3254135430,38318535214
3254135430,52938906588
3254135430,2745272270
3254135430,3920404316
3254135430,6904426397
3254135430,8380351682
3254135430,1661775926
3254135430,55394577093
3254135430,1060748673
3254135430,21489591247
3254135430,8425818036
3254135430,40543811
3254135430,21457684277
3254135430,39425170383
3254135430,34335124465
3254135430,3547121323
3254135430,4180028025
3254135430,1915102341
3254135430,2015438831
3254135430,6904426397
3254135430,1501894261
3254135430,55394577093
3254135430,1060748673
3254135430,7287014774
3254135430,21489591247
3254135430,40543811
3254135430,4706082810
3254135430,8516213623
3254135430,2197461554
3254135430,1076439140
3254135430,3183506060
3254135430,34900944149
3254135430,2203048148
3254135430,2320991603
3254135430,1501894261
3254135430,7061507742
3254135430,1915102341
3254135430,2258917873
3254135430,34900944149
3254135430,2983482209
3254135430,2280226050
3254135430,2320991603
3254135430,8379036451
3254135430,2289707047
3254135430,7061507742
3254135430,29424062224
3254135430,5773012357
3254135430,2258917873
3254135430,2049864780
3254135430,285558967
3254135430,1260275068
3254135430,4035959342
3254135430,8379036451
3254135430,1968683567
3254135430,1994658731
3254135430,5664853411
3254135430,3680477434
3254135430,1498065455
3254135430,2055086034
3254135430,4129236926
3254135430,44113841680
3254135430,1995714579
3254135430,6002057754
3254135430,285558967
3254135430,33962561175
3254135430,5937955211
3254135430,4795458500
3254135430,17320916049
3254135430,2049864780
3254135430,1224390412
3254135430,9270778661
3254135430,2205405557
3254135430,5491734831
3254135430,2348095108
3254135430,4795458500
3254135430,17320916049
3254135430,2049864780
3254135430,1224390412
3254135430,2081174574
3254135430,2348095108
3254135430,2029246054
3254135430,3904005177
3254135430,5810603520
3254135430,4129236926
3254135430,3292954321
3254135430,371202795
3254135430,3066525126
3254135430,5679068727
3254135430,1968683567
3254135430,3164907581
3254135430,5742416831
3254135430,3434864682
3254135430,3680477434
3254135430,3206195084
3254135430,2015628118
3254135430,18912495259
3254135430,6065744947
3254135430,1705683653
3254135430,1925099472
3254135430,46378331559
3254135430,32051895627
3254135430,4242908714
3254135430,1643794493
3254135430,5679068727
3254135430,5742416831
3254135430,9651053126
3254135430,5552847560
3254135430,2133226785
3254135430,4001576266
3254135430,5965176413
3254135430,1911625426
3254135430,6428752450
3254135430,4022805489
5492629643,3651217247
5492629643,5756226419
5492629643,37129779530
5492629643,8079083246
5492629643,2299917507
5492629643,2775724229
5492629643,2152921601
5492629643,1937248783
5492629643,4473638732
5492629643,976603975
5492629643,37817593
5492629643,769793009
5492629643,1732697620
5492629643,1524763536
5492629643,30807908458
5492629643,2153143024
5492629643,1493339753
5492629643,2865742724
5492629643,1693932047
5492629643,7104408998
5492629643,53433775879
5492629643,51916199623
5492629643,8237301671
5492629643,668317432
5492629643,6767102594
5492629643,54735597079
5492629643,2332195271
5492629643,57306531394
5492629643,56954382218
5492629643,2225577552
5492629643,62975809086
5492629643,1647091639
5492629643,2291697343
5492629643,12369667910
5492629643,1197614417
5492629643,59980154811
5492629643,18813075314
5492629643,2961680204
5492629643,2836356984
5492629643,54723939539
5492629643,2278984975
5492629643,6729724375
5492629643,3246811929
5492629643,53944374527
5492629643,3666396366
5492629643,1496760897
5492629643,6949134221
5492629643,1638263933
5492629643,4139876548
5492629643,2225577552
5492629643,38549770773
5492629643,56089138575
5492629643,53017533106
5492629643,7964249052
5492629643,1589624783
5492629643,56338607350
5492629643,2383142176
5492629643,59742254625
5492629643,3666396366
5492629643,3900471784
5492629643,2061068878
5492629643,3900471784
5492629643,6146863322
5492629643,5780480704
5492629643,1638263933
5492629643,2928059618
5492629643,1235441426
5492629643,42690665608
5492629643,3095487051
5492629643,523343625
5492629643,6330265306
5492629643,26314427998
5492629643,2061068878
5492629643,3432952162
5492629643,2334872218
5492629643,2278393817
5492629643,1338144767
5492629643,11911027774
5492629643,2134845685
5492629643,4328102538
5492629643,42690665608
5492629643,1940004044
5492629643,3887524779
5492629643,7198567460
5492629643,48656184275
5492629643,1085943981
5492629643,52171068600
5492629643,2160412336
5492629643,2061068878
5492629643,3432952162
5492629643,27435293344
5492629643,1338144767
5492629643,11911027774
5492629643,2134845685
5492629643,4328102538
5492629643,3917686501
5492629643,1976002246
5492629643,3035232094
5492629643,51562065469
5492629643,5702873193
5492629643,49274448
5492629643,2359391257
5492629643,50166137327
5492629643,3249633315
5492629643,33671861385
5492629643,9139307459
5492629643,4970778099
5492629643,1670426640
5492629643,568843352
5492629643,55616321949
5492629643,2342450808
5492629643,1672766552
5492629643,2256870405
5492629643,27435293344
5492629643,59095652343
5492629643,240546331
5492629643,8422818439
5492629643,5807524848
5492629643,2274634949
5492629643,1433285969
5492629643,568843352
5492629643,2342450808
5492629643,3957202599
5492629643,59095652343
5492629643,1914102379
5492629643,8422818439
5492629643,2274634949
5492629643,6328630603
5492629643,3297139065
5492629643,2212209351
5492629643,39289594469
5492629643,29449884
5492629643,2212209351
5492629643,29449884
5492629643,3957202599
5492629643,1952996996
5492629643,60842360983
5492629643,1628593339
5492629643,602944961
5492629643,1727885972
5492629643,5593844194
5492629643,1547323734
5492629643,2212421597
5492629643,3238843249
5492629643,5339877814
5492629643,463231247
5492629643,32099585309
5492629643,5356162325
5492629643,3433525198
5492629643,1701150655
5492629643,2928059618
5492629643,8942479057
5492629643,4156450062
5492629643,3552182275
5492629643,1945082281
5492629643,639385391
5492629643,1793042779
5492629643,1462494872
5492629643,1797237492
5492629643,3286792314
5492629643,39034041133
5492629643,2127049987
5492629643,1481771066
5492629643,3433525198
5492629643,3552182275
5492629643,1914102379
5492629643,52566029175
5492629643,9017301546
5492629643,3552182275
5492629643,1530000543
5492629643,27668414990
5492629643,1509886887
5492629643,4443838701
5492629643,1763558236
5492629643,1604835445
5492629643,4563998971
5492629643,4468411952
5492629643,368409397
5492629643,1792105975
5492629643,3692944130
5492629643,4039431882
5492629643,3820023727
5492629643,2312074431
5492629643,2106604797
5492629643,32211976900
5492629643,9017301546
5492629643,2205633182
5492629643,33691813100
5492629643,3207661138
5492629643,1615712599
5492629643,1653604621
5492629643,10674790235
5492629643,32211976900
5492629643,9017301546
5492629643,2205633182
5492629643,3207661138
5492629643,1615712599
5492629643,1712758753
5492629643,10674790235
5492629643,46658669400
5492629643,2293608870
5492629643,21743804099
5492629643,1951813679
5492629643,1660964896
5492629643,4041479627
5492629643,1450290668
5492629643,3027583498
5492629643,660661337
5492629643,1327503204
5492629643,4532176542
5492629643,3106633853
5492629643,34129645
5492629643,1712758753
5492629643,6731474188
5492629643,34179891912
5492629643,34129612616
5492629643,8436373147
5492629643,49269959354
5492629643,2063804743
5492629643,1763558236
5492629643,6179145026
5492629643,499476576
5492629643,1965286891
5492629643,4041479627
5492629643,36144453754
5492629643,1450290668
5492629643,5780658190
5492629643,3027583498
5492629643,1547323734
5492629643,8266639285
5492629643,46637038369
5492629643,50205452942
5492629643,2061463985
5492629643,1631338790
5492629643,994544426
5492629643,1561796310
5492629643,25717715080
5492629643,3297139065
5492629643,3953259619
5492629643,317370188
5492629643,1530000543
5492629643,499476576
5492629643,1952996996
5492629643,3215721536
5492629643,7940521622
5492629643,1948272598
5492629643,1701150655
5492629643,2204476964
5492629643,8881964261
5492629643,983968793
5492629643,3992487748
5492629643,1509886887
5492629643,3579099237
5492629643,499476576
5492629643,1932608055
5492629643,8266639285
5492629643,5780658190
5492629643,1940884697
5492629643,1906291797
5492629643,1818816886
5492629643,34179891912
5492629643,1815571594
5492629643,3004380355
5492629643,49269959354
5492629643,4359387585
5492629643,1595231031
5492629643,3170690715
5492629643,2951910695
5492629643,3579099237
5492629643,2344908633
5492629643,2204476964
5492629643,8881964261
5492629643,10695476852
5492629643,3992487748
5492629643,5626293843
5492629643,1509886887
5492629643,4981710018
5492629643,36144453754
5492629643,4657484886
5492629643,3606192739
5492629643,49395379714
5492629643,7536609174
5492629643,20238233768
5492629643,50051204928
5492629643,145569141
5492629643,1314587226
5492629643,3638936341
5492629643,4479086121
5492629643,2178379113
5492629643,36009751348
5492629643,10695476852
5492629643,2344908633
5492629643,1906169580
5492629643,4981710018
5492629643,36144453754
5492629643,1743418582
5492629643,3606192739
5492629643,2964693917
5492629643,49395379714
5492629643,7536609174
5492629643,1677417496
5492629643,1242041882
5492629643,7863742810
5492629643,2060223364
5492629643,178979671
5492629643,356448694
5492629643,1222504634
5492629643,5354986712
5492629643,4792685596
5492629643,2869875411
5492629643,3110870142
5492629643,8564564974
5492629643,4792685596
5492629643,2869875411
5492629643,3110870142
5492629643,8564564974
5492629643,5987129980
5492629643,53010398719
5492629643,2178379113
5492629643,6140027832
5492629643,2036177475
5492629643,1906291797
5492629643,1481771066
5492629643,17464262753
5492629643,2518859616
5492629643,5987129980
5492629643,53010398719
5492629643,2178379113
5492629643,2036177475
5492629643,1660964896
5492629643,1906291797
5492629643,1481771066
5492629643,17464262753
5492629643,8578396550
5492629643,1797237492
5492629643,3139559172
5492629643,17464262753
5492629643,8578396550
5492629643,4839219971
5492629643,46658669400
5492629643,524997628
5492629643,2023327532
5492629643,251799328
5492629643,1609854700
5492629643,1500754684
5492629643,4359387585
5492629643,60005664967
5492629643,3594758515
5492629643,29323668089
5492629643,3183506060
5492629643,3139559172
5492629643,4615291824
5492629643,6665837458
5492629643,46658669400
5492629643,19116673383
5492629643,1707196567
5492629643,2023327532
5492629643,251799328
5492629643,1609854700
5492629643,49340017461
5492629643,1928091890
5492629643,2215822256
5492629643,1696528340
5492629643,45204653357
5492629643,35818008050
5492629643,6921305973
5492629643,6665837458
5492629643,2152931679
5492629643,876589063
5492629643,7149094458
5492629643,1743418582
5492629643,2955917902
5492629643,660339530
5492629643,8356569329
5492629643,51156723669
5492629643,1935272325
5492629643,11571046680
5492629643,4226346052
5492629643,5460742948
5492629643,4164202990
5492629643,7000950155
5492629643,30852735175
5492629643,9765635643
5492629643,5656353819
5492629643,9765635643
5492629643,5656353819
5492629643,1715905106
5492629643,1672789561
5492629643,1626390765
5492629643,13610248319
5492629643,1707196567
5492629643,3181694330
5492629643,1595231031
5492629643,6233836981
5492629643,3478231269
5492629643,300540994
5492629643,338294549
5492629643,7737196954
5492629643,1491273729
5492629643,48656184275
5492629643,1921573686
5492629643,1477783516
5492629643,4487183995
5492629643,3504797096
5492629643,2955917902
5492629643,41969051836
5492629643,3259126001
5492629643,947595952
5492629643,1398440052
5492629643,1935272325
5492629643,6172288458
5492629643,338294549
5492629643,7737196954
5492629643,11768256140
5492629643,1477783516
5492629643,4487183995
5492629643,3504797096
5492629643,6169094556
5492629643,2955917902
5492629643,41969051836
5492629643,1626390765
5492629643,64003521330
5492629643,1019222475
5492629643,3318864861
5492629643,47407468867
5492629643,34886637980
5492629643,3513140196
5492629643,3404811288
5492629643,289351526
5492629643,1668840292
5492629643,6849135413
5492629643,259220806
5492629643,3126340167
5492629643,3552699285
5492629643,2222777774
5492629643,7449018261
5492629643,2466787028
5492629643,2109357197
5492629643,4442918133
5492629643,57033983212
5492629643,5799333024
5492629643,1931950927
5492629643,2066274638
5492629643,31864257273
5492629643,3552699285
5492629643,2222777774
5492629643,261650776
5492629643,2466787028
5492629643,2109357197
5492629643,57033983212
5492629643,1931950927
5492629643,31864257273
5492629643,10022577478
5492629643,290376923
5492629643,4090153416
5492629643,1654279877
5492629643,31864257273
5492629643,10022577478
5492629643,290376923
5492629643,4090153416
5492629643,1654279877
5492629643,2261935183
5492629643,58854331990
5492629643,4442918133
5492629643,5338340230
5492629643,2358490218
5492629643,3291133423
5492629643,201061712
5492629643,8322409766
5492629643,36009751348
5492629643,39501042388
5492629643,2358490218
5492629643,1979939647
5492629643,20820228049
5492629643,1906325216
5492629643,201061712
5492629643,5726944311
5492629643,1222504634
5492629643,1379332847
5492629643,26780134713
5492629643,1908682821
5492629643,3941431374
5492629643,4069760362
5492629643,7287014774
5492629643,14213695017
5492629643,2224189164
5492629643,2696135911
5492629643,5447558367
5492629643,3291133423
5492629643,1795783251
5492629643,25126793743
5492629643,1051970039
5492629643,12872610463
5492629643,1673429368
5492629643,1944724275
5492629643,7737120580
5492629643,5477052646
5492629643,6169094556
5492629643,3917686501
5492629643,2518859616
5492629643,61864436153
5492629643,2308879947
5492629643,3720598617
5492629643,196672924
5492629643,6921305973
5492629643,25126793743
5492629643,3647031762
5492629643,261650776
5492629643,48853065158
5492629643,1434550787
5492629643,1318475073
5492629643,5397539431
5492629643,5371788376
5492629643,2049067620
5492629643,462543773
5492629643,18391657301
5492629643,25126793743
5492629643,3647031762
5492629643,261650776
5492629643,1434550787
5492629643,11768256140
5492629643,1318475073
5492629643,5371788376
5492629643,1505482946
5492629643,462543773
5492629643,2236662913
5492629643,62002668701
5492629643,49340017461
5492629643,5901084468
5492629643,1445845857
5492629643,51165372291
5492629643,1408469360
5492629643,1273758092
5492629643,2072269548
5492629643,7287014774
5492629643,2056686142
5492629643,43921571654
5492629643,1908682821
5492629643,395949219
